"caption","permalink","timestamp","id"
"Dumpling Darlings [Amoy Street]: 7/10

Recently, I caved into the popularity of spin classes because of my lack of physical endurance, but while I was usually dead tired at the end, there's one particular place where the food more than reinvigorates me for the rest of my day.

Lunch Deal [Braised Pork Noodles/The Original] ($17): 7/10

The noodles are pretty mediocre. The noodles weren't springy enough while the braised pork meat was just slightly too tough for my liking. The only redeeming factor of the dish was the flavorful soy tare, as the acidity and savoriness it brought helped lift what would be an otherwise middling entree. 

However, it's called ""Dumpling Darlings"" for a reason, and the dumplings did not disappoint.

The dumplings' skin was incredibly crispy and just thin enough that I didn't feel like I was just eating seasoned flour. The acidity of the dumplings balanced out the umami richness of the pork collar and the oily crust perfectly. With the dumplings being so well-made, it's no surprise that this was one of the better dumplings I've had in a long time.

It's a decent and affordable eatery in the city, and that's good enough for me!","https://www.instagram.com/p/CkG5sCrBmeu/","2022-10-24T19:15:11+0000","18216421210165973"
"Pots and Pans [Invited] : 8.5/10

I got the chance to attend @potsandpans Dim Sum Making Workshop, and it was an eye-opening experience! As I was a person with no cooking experience, I was afraid that I wouldn't be able to catch up. However, my worries were unfounded. Chef Andrew is an excellent teacher, and even a newbie like me could make a halfway decent egg tart and siew mai under his guidance :)

These classes are also SkillsFuture credit approved, making it ever more easy to brush up your culinary skills!

Be it going solo to enrich yourself, or going with your partner as a bonding activity, you won't be disappointed by this course!","https://www.instagram.com/p/CjlG1Jzv-3D/","2022-10-11T16:15:51+0000","18158442790264328"
"Wildfire Burgers [Keppel]: 9/10 

If you believe that this rating for a burger restaurant is especially high, know that my friends would have given it an even higher score.

Classic 001 Cheeseburger [Double] ($16): 9/10 

It's criminal that a burger can be so good for this price. 
The patty is perfect. 
The texture is sublime. It's extremely juicy without being overly greasy. Its seasoning is even more exquisite. The angus beef packs an intense umami taste, which is perfectly complemented by the sweetness of the caramelized onions and house sauce. You won't be able to find burgers that are even half as savory and sweet. 

This place serves the best burgers in Singapore. Need I say more?

P.S. I'd heartily recommend The Citrus Crusher to anyone looking to relax after a hard day.

P.PS: Shoutout to the waitress. Not only did she give excellent recommendations, but she also roasted my friends into oblivion.","https://www.instagram.com/p/Ci8LSi3P4SX/","2022-09-25T18:45:57+0000","17963673997929516"
"Happy Chef Western Food: 7.5/10

This eatery is directly behind the famed Tai Hwa Pork Noodle stall and I would highly recommend it if you don't want to wait in line for 30+ minutes

Chicken Schnitzel ($7.50): 7.5/10
For the price, the dish is quite generous. The dish is, in my opinion, just as filling as dishes comparable to those served at Astons/Hot Tomato.
That's not to say that this dish is all quantity without quality. The chicken skin is extremely crispy, and the meat itself is very tender and juicy. In addition, I've been to more expensive places with worse potato salad and coleslaw.
But everything isn't perfect. There's far too much chicken skin, and the chicken meat requires more seasoning.

This is the best place under $10 to satisfy your Western food cravings.

P.S: The tagged location is Block 466 but I think it hasn't been updated to the new location of Block 465.","https://www.instagram.com/p/ChC0qo8PI0P/","2022-08-09T15:40:10+0000","18253107169096621"
"Ah Er Herbal Soup: 7.5/10

I was always afraid to try herbal soups that weren't homemade. They are usually bland, overly salted, or a mixture of both. Naturally, I haven't had herbal soups in a long time. Knowing these circumstances, could you even blame me for being wary of the soup?

Those fears were baseless in hindsight.

Ten Tonic Ginseng Chicken Soup ($5.50): 7.5/10

I was reminded of my grandmother's herbal chicken soup, and that's the best compliment I can give. The earthy bitterness of the herbs was fully incorporated into the broth, and every sip made me want more.
Though the soup was far above average, I still had some nitpicks. The chicken was a bit too dry and stringy, and its rough texture made it very unappetizing. The bitterness of the soup was also dampened due to the broth being overly sweet.

However, even after all of these nitpicks, I would still heartily recommend the soups sold here. It's one of the rare shops in the West that sells good-quality soup, and the warmth it brings on a rainy day is truly nourishing for the soul.

P.S: Soup dishes always remind me of my childhood, and I'm also thus reminded of the people that aren't here anymore. Appreciate your loved ones, as Father Time always wins.","https://www.instagram.com/p/CgMojhjPyZi/","2022-07-19T14:35:21+0000","18012420952425747"
"Poon Nah City Home Made Noodle: 8/10

If you are in Paya Lebar and are in need of a fix when it's raining, this is just the place for you.

Sliced Fish Homemade Ban Mee ($4.50): 8/10

This is the quintessential ban mian. 
The soup is flavourful and refreshing, albeit slightly on the saltier side. The mee hoon kuey itself is just the right thickness. It's chewy without making me feel like I'm eating dough. The anchovies were fried a beautiful golden brown, and its crispiness provided much needed crunch to the noodles. 
The highlight of the meal was definitely the chilli. The chilli was extremely spicy and fragrant. This, along with its slight earthiness, added depth of flavour when paired with the various components in the broth.

The East is always better than the West in food, and this is no exception to that rule.","https://www.instagram.com/p/CfzJpwkvqcI/","2022-07-09T17:04:18+0000","17959130929847255"
"Cherry Garden: 9/10

I have gotten a craving for dim sum recently. Even though I already know of places that satisfy this craving, I wanted to try something new. Cherry Garden's popularity, as well as its extensive dim sum menu, piqued my interest.

Dim Sum Brunch ($78): 9/10
As a whole, this was a fantastic experience. Most of the dim sum were of at least decent quality, and I could tell that the dishes were freshly made and not just leftovers. 

There were many notable dishes that I would highly recommend.

The duck meat and char siew appetizer are excellent. They are both very flavourful and tender. This is coming from a person who loathes duck meat, which speaks to how well made this appetizer is.
The bean curd skin roll is amazing too. It's by far the best deep-fried dish I've had. The batter is seasoned beautifully and is extremely crispy. The batter is also not too thick, which allows you to enjoy the juiciness and sweetness of the prawn filling. 

The best dishes of the meal were the char siew bao and the siew mai.
The char siew bao is rich in sweetness and savoriness, which is not unusual given that the bao uses Kurobuta pork as its filling. 
However, what impressed me more was the siew mai. The siew mai is extremely juicy, and each bite results in an explosion of savoury sweetness that leaves you wanting more. This is the best siew mai I have ever eaten, and I would rate the siew mai a 9.5/10 easily.

If I only ate the few dishes above, Cherry Garden would easily be a 9.4/9.5. However, there were a few dishes that were a let down.

The prawn dumpling (har gow) wasn't as juicy as Li Bai's. The xiao long bao is very underwhelming, especially since it was unexpectedly sweet instead of salty. The pork belly, while extremely crispy, was very bland.

If one doesn't mind the price, Cherry Garden is a perfect place to enjoy high-quality dimsum and other Cantonese dishes. The service is excellent, and their tea is great as well. I would highly recommend booking at least 5 days in advance as the place is usually full for walk-ins. 

P.S: It took me 30 minutes to even find Mandarin Oriental, so do give yourself time for a walk as there is a 1.5 hour limit!","https://www.instagram.com/p/CejRvZEvy-_/","2022-06-08T16:35:44+0000","17938401938164035"
"Bijin Nabe [Thomson Plaza]: 8/10

If you want flavour in a hotpot, this would be the best place to get it.

Set ($25 per pax): 8/10

This is one of the best value-meals for a hotpot. You only need to pay a bit more compared to budget hotpots like Seoul Garden for a huge increase in quality.

The soup base is made out of melted collagen. As one would expect, this gives the soup an extreme umami flavour. This not only pairs well with the bland vegetables, but also intensifies any shabu meat you choose to order. On this point, I would highly recommend ordering their beef ($25) as the marbling is wonderful. 

Nikumaki Onigiri ($4): 7/10

The meat isn’t dried out and the rice is well-seasoned, but it wasn’t as flavourful as I remembered it to be. Still, I would recommend that you order this once to see whether this is to your liking :)

Overall, if you want a good hotpot for your buck, this would be my recommendation. The service is excellent (the servers help you prepare the food and the portions), and there are many outlets, so you can easily find one near you to try!","https://www.instagram.com/p/Cdi0H1xPZ2W/","2022-05-14T15:45:32+0000","17946442156940693"
"Pietrasanta The Italian Restaurant: 9/10

I started April with a huge L at @mitsuba.j.restaurant . I end April with a huge W with this restaurant.

Sautè Di Vongole ($26.90): 8.6/10

The freshness of the clams is extraordinary. I particularly liked that such fresh clams were paired with a lot of garlic since the pungent taste helped liven the dish. The only other restaurant that provides a clam dish of similar quality is @greenwoodfishmarket. That restaurant was my favourite in 2021, which just goes to show how good this dish was.

Piestrasanta [Top Half] + Prosciutto E Funghi [Bottom Half] ($26.90): 8.7/10

This pizza combination came as a recommendation from the server. 

I have to commend that server's excellent taste.

On their own, both pizzas were what I expected of gourmet pizzas; an extemely stringy pizza that's seasoned to perfection.
However, the magic happens when they are paired together. The intense savoriness from the beef in the Piestranta complements the earthiness of the mushrooms in the E Funghi. Every slice of pizza from one half made me crave the other. Soon enough, there was nothing left.

Tagliatelle Gamberi ($28.90): 9/10

This is the best pasta I've ever had.
The juiciness of the prawns is unrivalled. The garlic, basil and pepper helps keep their sweetness from overwhelming the pasta. When these flavours are complemented with the perfectly al dente pasta, every bite was exquisite. I couldn't help but smile after each mouthful.

Crème Brûlée ($15.90): 8.5/10

The tapping of the caramelised sugar is heaven to my ears. The crispiness of the burnt sugar, along with the velvety texture of the custard, makes this one of the best crème brûlée in Singapore. It's also just the right amount of sweetness for me, which is impressive as I usually find most crème brûlée saccharine. 

Tiramisu ($17.90): 9/10

This tiramisu is the embodiment of balance. The sweetness of the cream is tempered by the bitterness of the coffee and rum. The dense cream is elevated by the airiness of the sponge cake. No single flavor or texture overpowers the entire dessert, and I only wished I had more.

Overall, this is my favourite restaurant in the West. Need I say more?","https://www.instagram.com/p/CdC7kGyvQjC/","2022-05-02T06:34:52+0000","17941673587988230"
"Chef Wei HK Cheong Fun [Blk 429 Jurong West Ave 1]: 8/10

Chee Cheong Fun is a homely dish that is ingrained in many people’s childhoods, of lively family chatter and mornings spent around a hawker center table, a few steps away from the bask of a sweltering sun. 

Personally, I prefer the Hong Kong version due to my fondness for umami flavour. This makes it doubly hard to find a Chee Cheong Fun to my liking, and I was delighted that I could find something so good near where I live!

Prawn Chee Cheong Fun ($5): 8/10
I am blessed that the franchise opened an outlet near me. 
The skin is thin and silky, resulting in a smooth mouthfeel. This texture pairs flawlessly with the firm prawns, and makes each bite all the more enjoyable. The prawns also provide a sweetness that complements the savoriness of the soy sauce. The combination of these textures and flavours results in a dish so good that you wish you had more.

Overall, please do give this a try if you have never tried Hong Kong Chee Cheong Fun before. Trust me, you won’t be disappointed.","https://www.instagram.com/p/CbaFCL6Pwdi/","2022-03-22T13:17:21+0000","17938253638962358"
"Chuan Kee Boneless Braised Duck [#01-04 @Ghim Moh Market] : 7.5/10

I really dislike ducks. Those beady-eyed waterbirds are the spawn of Satan, and their meat fully exemplifies their hideous nature. The smell is unbearable and the taste is way too gamey for my liking. However, my friends could not stop urging me to try this Bib-Gourmand stall in Ghim Moh market, and I'm glad I went.

Duck Rice Set ($4.50): 7.5/10

At first, I couldn't register that this was duck meat. It wasn't as gamey as other duck meats I’ve tried before. Instead, the meat was tender and moist. 
The sauce paired artfully with the well-prepared meat. It added a much-needed savoriness and sweetness that complemented the texture of the duck.
The soup was a pleasant surprise. Most would expect such soups to be just a forgettable side dish, but happily, this was not the case. The broth was deep and robust in herbal flavour and its earthiness was a good contrast to the richness of the duck.
The chilli was my favourite part of the dish. Compared to other chillis, it was notably more acidic. This helped cut through the richness of the gravy and kept the sauce from being too overwhelming.
My only issue was that the food was inconsistent. My friend had the same dish as me, but his chilli was considerably more rancid. 

Overall, I’d say this is the best duck rice for duck haters. The portions are pretty generous for their price, so it's pretty good for value too!","https://www.instagram.com/p/Ca2PLSzPvVn/","2022-03-08T15:13:19+0000","17955979111647419"
"Fragrance [Sponsored]

This is my second collaboration with @fragrance_bak_kwa , and this time, they sent me some truffle bak kwa to try. I had previously enjoyed the kampong chicken they sent me and I hoped that the bak kwa would be just as good, if not better.

Premium Truffle Bak Kwa [150g] ($12): 7.5/10
The problem I have with most bak kwa is that each successive bite becomes increasingly difficult to eat, due to its rich flavor.
Adding truffles is a great way to solve this problem. Its pungent aroma and earthiness contrast sharply with the sweet taste and smell of the snack, grounding the meal and making each bite consistently delightful.

Overall, this festive tidbit was a treat. Thank you to Fragrance for the food, and I would highly recommend others try this for themselves as well!","https://www.instagram.com/p/CYofOxRPsKf/","2022-01-12T14:01:27+0000","17896124828421997"
"Greenwood Fish Market [Bukit Timah] (Part 2): 9.1/10

Please check out Part 1 of the review if you have not done so!

Whole Lou De Mer ($79): 9/10
A dish is truly unique when it causes my mother to scrape every bit of meat from the bone.
The sea bass is incredibly fresh. It readily falls off the bone, and the meat melts on your tongue. On this alone, it already outperforms most of the competition.
The sauce, however, is what takes it to another level. 
Each bite was that much more intense due to the added umami and sweetness of the sauce. Its richness further added to the dish's decadence, tempered by a gentle acidity.
The potato was also a pleasant surprise. It was seasoned with salt and pepper, and its creaminess is nothing to scoff at. A marvellous side to a marvellous main.

NZ Littleneck Clams ($26.95): 8.7/10
These clams were diligently shucked; there was not a single piece of grit nor grain of sand in any of them. When paired with the garlicky white wine reduction, each mollusc was an explosion of flavour chased by a sweet finish, leaving you wanting more.

I couldn't imagine that, aside from omakase restaurants, seafood could be done so beautifully in Singapore. The ambience is charming, the food is amazing, and the service is terrific. What's not to love?","https://www.instagram.com/p/CYJh0Arvhm9/","2021-12-31T13:27:33+0000","17907457904352060"
"Greenwood Fish Market [Bukit Timah] (Part 1): 9.1/10

My mother's love of steak is well known among her friends and relatives, so she was quite surprised when her friend took us to a seafood restaurant for her birthday. But after such a splendid meal, I can't believe we ever doubted her friend's recommendation.

Grilled Seafood Salad ($21.95): 8.5/10
This mixed green shares the same qualities as other well-made salads - fresh and crisp vegetables paired nicely with a balanced lemon vinaigrette.
However, what makes this salad different is the excellent preparation of the seafood.
The squid is superb: juicy, tender, firm. The prawns are similarly immaculate. Rarely will you find crustaceans as delicious as those served here. 
With the starter so brilliantly executed, I couldn't help but be excited for the rest of the dinner!

Seafood Margherita Pizza ($49.95): 8.8/10
I must admit I was disappointed when the pizza came with a thick crust. Thick crust pizzas often feel overly starchy and bland, and the chewiness makes each slice tedious to eat.
However, this Margherita was unlike those mediocre pizzas.
The crust was just the ideal thickness, fluffy enough to offer texture while thin enough such that each mouthful wasn't simply dough. Meanwhile, the mozzarella imparted a distinct stringiness to the dish, creating the perfect Margherita pizza when mixed with the sweet and sour tomato sauce. The seafood was just the cherry on top.
To demonstrate how good the pizza was, we took the slices we couldn't finish home and gave it to my friends.
They ate it cold and still thought it was delicious.

Continue to Part 2 for the rest of the review!","https://www.instagram.com/p/CYJhqIAP7dY/","2021-12-31T13:26:12+0000","17895357830522116"
"Imperial Treasure Fine Teochew Cuisine (Part 2): 9/10

This review is a continuation of Part 1!

Braised Sea Cucumber with Goose Web: 8.5/10

Usually, I wouldn't say I like sea cucumber. It's rubbery, bland and ridiculously pricey. However, I'm now convinced I've simply never had good sea cucumber before.
The sea cucumber is firm rather than gelatinous. When combined with the savoury oyster sauce, this creates an umami goodness that leaves you wanting more.
The goose web is also no slouch. The flesh simply slips off the bone, and its soft and juicy texture complements the oyster sauce well.

Braised Thick Noodles with Crab Meat & Italian Truffle Oil: 8.6/10

This meal reminds me of @lollasg's hand-torn pasta. Every element could be tasted in each mouthful: the slightly chewy noodles coated in a savoury sauce; the firm and sweet crab meat; an underlying aroma of truffle oil. Perfection. The many flavours and textures of each component mix to produce a complex taste, and I couldn't help but be amazed by each bite.

I expected the cod to be the best dish of the night, but I had no idea how blown away I would be by the last course.

Sweet Yam Paste: 9.2/10

I won't lie; I have an extreme bias for this dish. Because this dessert and Tiramisu are my favourite ways to conclude any meal, I had high hopes for the orh nee.

I knew I was in for a treat when I held the spoon upside down and the yam paste adhered to it. The flavour isn't saccharine or milky like in many other places. Instead, the intense aroma and taste of yam is the predominant flavour. I ate this dessert slowly, trying to savour it as much as possible before it ran out, and that's high praise coming from a person who eats ice cream at breakneck speed.

The foods are all really strong in flavour, so this might not be the place for you if you can't tolerate intense flavours. Nonetheless, I encourage that you give it a shot. The place's ambience is perfect for special occasions with your friends and loved ones. After all, Christmas IS just tomorrow :)","https://www.instagram.com/p/CX2hvNmvC5A/","2021-12-24T04:21:20+0000","17935281565742267"
"Imperial Treasure Fine Teochew Cuisine (Part 1): 9/10

This elegant Chinese restaurant is located on the upper floors of ION Orchard and has received a Michelin star since 2017. Because I had such a good day at Li Bai, I had high hopes for another fine-dining establishment.
Unlike Wooloomooloo, however, this one not only met but far exceeded my expectations.

Special Set ($98): 9/10

Poached ""Live"" Prawn with Chinese Cabbage in Teochew Style: 8.5/10

The delicate and savory flavor of the minced pork complements the juiciness and sweetness of the prawns well. When combined with the robust broth, this resulted in an incredibly flavorful yet balanced entrée that I enjoyed immensely.

Steamed Cod Fish Fillet with Salted Vegetables & Pork Lard: 8.7/10

I felt dubious about combining cod with pork lard. Cod is an oily fish in and of itself, so pairing it with more fat seemed like a recipe for disaster.
However, I couldn't be more wrong. Instead of overpowering the cod, the pork lard gave a savoury crunch to offset the buttery sweetness of the fish. Furthermore, the acidity of the salted vegetables brought balance to the dish, preventing the dish from being overly rich and exhausting to eat.

Marinated Combination in Teochew Style (Goose Meat & Foie Gras): 7/10

I was pleasantly pleased by how much I enjoyed the goose meat. It's less strong and gamey than duck, and its softer flavour allows the silky rich foie gras to shine even more. The gritty taste of the goose meat also ensured that the foie gras did not overpower the palate, which made me savour the foie gras even more.

While the goose flesh and foie gras were excellent, I found the dish a little monotonous compared to the other courses, so I rated it lower.

The review will be continued in Part 2!","https://www.instagram.com/p/CX2hdKxvqUR/","2021-12-24T04:18:52+0000","17910140351156150"
"Fragrance [𝐒𝐏𝐎𝐍𝐒𝐎𝐑𝐄𝐃]: 8.2/10
I'll have to admit - before they reached out, I didn't know that they sold products other than Bak Kwa! However, their kampong chicken was 𝐌𝐔𝐂𝐇 better than I anticipated.

Salted Kampong Chicken ($16.80): 8.2/10
Before going into the review proper, some context is required. Over the past 2 months, my mum has been cooking kampong chicken on and off for our weekly family dinner. Therefore, the taste of home-cooked kampong chicken was fresh in our minds. Granted, my mum is not the world's best home cook, but she is no slouch either. And for those who are privy to my family, you would know that my mom and I can be quite critical about our food.

However, after sampling the chicken, my mum and I reached a quick agreement. This was 𝐅𝐀𝐑 better than our home-prepared versions.

If you enjoy eating chicken skin, you are in luck. The rich umami and fatty flavour of the chicken skin will leave you satisfied to no end!
Meanwhile, the savoury chicken meat was firm without being rubbery or briny. And when paired with Hainanese chilli, the garlic and spice complement the intensely flavourful chicken to result in a saporous yet balanced bite.

The only minor issue I have is that you can still taste the dish's saltiness after eating it for some time. However, as any sane person would pair this dish with rice, this drawback is not too noticeable.

Overall, I would highly recommend this product if you want good kampong chicken at home. Not only is the taste superior to our homemade versions, but it's also a breeze to prepare in comparison. 

Thank you, @fragrance_bak_kwa , for sending over the food!","https://www.instagram.com/p/CW3NeGQPaYv/","2021-11-29T14:12:04+0000","18205146076136131"
